程序导标记，不用翻译,,
ID,Name,Desc
845,Seven Stars Belt,
846,Buddha Vigor Battle Frock,
847,Buddha Vigor Armguard,
848,Buddha Vigor Boots,
849,Buddha Vigor Cuff,
850,Buddha Vigor Kneepad,
851,Buddha Vigor Belt,
852,Willow Battle Dress,
853,Willow Armguard,
854,Willow Boots,
855,Willow Cuff,
856,Willow Kneepad,
857,Willow Belt,
858,Greedy Wolf Battle Cuirass,
859,Greedy Wolf Armguard,
860,Greedy Wolf Boots,
861,Greedy Wolf Cuff,
862,Greedy Wolf Kneepad,
863,Greedy Wolf Belt,
864,Red Ibis Battle Corslet,
865,Red Ibis Armguard,
866,Red Ibis Boots,
867,Red Ibis Cuff,
868,Red Ibis Kneepad,
869,Red Ibis Belt,
870,Chilly Light Battle Robe,
871,Chilly Light Armguard,
872,Chilly Light Boots,
873,Chilly Light Cuff,
874,Chilly Light Kneepad,
875,Chilly Light Belt,
876,Nature Voice Battle Frock,
877,Nature Voice Armguard,
878,Nature Voice Boots,
879,Nature Voice Cuff,
880,Nature Voice Kneepad,
881,Nature Voice Belt,
882,Catkin Battle Dress,
883,Catkin Armguard,
884,Catkin Boots,
885,Catkin Cuff,
886,Catkin Kneepad,
887,Catkin Belt,
888,Sun Chase Battle Cuirass,
889,Sun Chase Armguard,
890,Sun Chase Boots,
891,Sun Chase Cuff,
892,Sun Chase Kneepad,
893,Sun Chase Belt,
894,Birds Uprush Battle Corslet,
895,Birds Uprush Armguard,
896,Birds Uprush Boots,
897,Birds Uprush Cuff,
898,Birds Uprush Kneepad,
899,Birds Uprush Belt,
901,Newbie Green Identify Gem,"Green Identify Gems only for newbies, use it to identify green items, arouse the item's potential ability.  Blacksmith can help you do the identification."
902,Titanium Stone,"Secret stone with golden silk inside, used to increase the success rate of combination for 5% each.  You can use max 4 pieces each time.  It will disappear once used. "
903,Teleport Stone,Teleport you to the return spot you set before.
1001,Small Lucky Bag (1 day),"Hire small lucky bag 1 day, during the time, you will have 1 extra page in your item box.  The items in this extra page can't be used or moved if your hiring time expired.  You need hire again to rediscover them."
1002,Package (1 day),"Hire package 1 day, during the time, you will have 12 extra blanks in your warehouse item box.  This extra item box will be closed if your hiring time expired, but the items there will not disappear.  You need hire again to rediscover the items."
1003,Jackstraw,Jackstraw can be consumed to revive the owner without any experience and energy lost.  The owner will be revived at the closest birth place.  It's invalid to red/yellow named characters.
1004,Jackstraw,Jackstraw can be consumed to revive the owner without any experience and energy lost.  The owner will be revived at the closest birth place.  It's invalid to red/yellow named characters.
1005,Jackstraw,Jackstraw can be consumed to revive the owner without any experience and energy lost.  The owner will be revived at the closest birth place.  It's invalid to red/yellow named characters.
1006,Jackstraw,Jackstraw can be consumed to revive the owner without any experience and energy lost.  The owner will be revived at the closest birth place.  It's invalid to red/yellow named characters.
1007,Golden Light Pill,"Pill to increase defense 20%, valid time 10 minutes."
1008,Golden Light Pill,"Pill to increase defense 20%, valid time 10 minutes."
1009,Golden Light Pill,"Pill to increase defense 20%, valid time 10 minutes."
1010,Golden Light Pill,"Pill to increase defense 20%, valid time 10 minutes."
1011,Apothecary Pill,"Pill to increase HP upper limit 10%, valid time 10 minutes."
1012,Apothecary Pill,"Pill to increase HP upper limit 10%, valid time 10 minutes."
1013,Apothecary Pill,"Pill to increase HP upper limit 10%, valid time 10 minutes."
1014,Apothecary Pill,"Pill to increase HP upper limit 10%, valid time 10 minutes."
1015,Instant Full Healing Potion,Filled HP instantly.
1016,Instant Full Healing Potion,Filled HP instantly.
1017,Instant Full Healing Potion,Filled HP instantly.
1018,Instant Full Healing Potion,Filled HP instantly.
1019,Adv. Instant Healing Potion (lvl 5),Increase 1500 HP instantly.
1020,Adv. Instant Healing Potion (lvl 6),Increase 2050 HP instantly.
1021,Adv. Instant Healing Potion (lvl 7),Increase 2600 HP instantly.
1022,Adv. Instant Healing Potion (lvl 8),Increase 3300 HP instantly.
1023,Adv. Instant Healing Potion (lvl 9),Increase 4100 HP instantly.
1024,Adv. Instant Healing Potion (lvl 10),Increase 5000 HP instantly.
1025,Instant Full Mana Potion,Filled Mana instantly.
1026,Instant Full Mana Potion,Filled Mana instantly.
1027,Instant Full Mana Potion,Filled Mana instantly.
1028,Instant Full Mana Potion,Filled Mana instantly.
1029,Adv. Instant Mana Potion (lvl 5),Increase 1500 Mana instantly.
1030,Adv. Instant Mana Potion (lvl 6),Increase 2050 Mana instantly.
1031,Adv. Instant Mana Potion (lvl 7),Increase 2600 Mana instantly.
1032,Adv. Instant Mana Potion (lvl 8),Increase 3300 Mana instantly.
1033,Adv. Instant Mana Potion (lvl 9),Increase 4100 Mana instantly.
1034,Adv. Instant Mana Potion (lvl 10),Increase 5000 Mana instantly.
1035,Vivid Spell,Use it to get a BUFF of being 130% experience rate in one hour.  This BUFF can't coexist with other experience BUFF.
1036,Vivid Spell,Use it to get a BUFF of being 130% experience rate in one hour.  This BUFF can't coexist with other experience BUFF.
1037,Vivid Spell,Use it to get a BUFF of being 130% experience rate in one hour.  This BUFF can't coexist with other experience BUFF.
1038,Vivid Spell,Use it to get a BUFF of being 130% experience rate in one hour.  This BUFF can't coexist with other experience BUFF.
1039,Duality Spell,Experience earned increase 30% in one day.
1040,Duality Spell,Experience earned increase 30% in one day.
1041,Duality Spell,Experience earned increase 30% in one day.
1042,Duality Spell,Experience earned increase 30% in one day.
1043,Hamadryad Hierogram,Use it to earn 200% Energy in 1 hour.
1044,Hamadryad Hierogram,Use it to earn 200% Energy in 1 hour.
1045,Hamadryad Hierogram,Use it to earn 200% Energy in 1 hour.
1046,Hamadryad Hierogram,Use it to earn 200% Energy in 1 hour.
1047,Return Charm,Use it to return to the closest village/city.
1048,Return Charm,Use it to return to the closest village/city.
1049,Return Charm,Use it to return to the closest village/city.
1050,Return Charm,Use it to return to the closest village/city.
1051,Inherence Reset Charm,Use it to reset inherence points of one single Talisman.
1052,Inherence Reset Charm,Use it to reset inherence points of one single Talisman.
1053,Inherence Reset Charm,Use it to reset inherence points of one single Talisman.
1054,Inherence Reset Charm,Use it to reset inherence points of one single Talisman.
1055,World Voice Charm,Use it to speak in world channel without the limit of 2 times in every minute.  Every sentence cost one charm.
1056,World Voice Charm,Use it to speak in world channel without the limit of 2 times in every minute.  Every sentence cost one charm.
1057,World Voice Charm,Use it to speak in world channel without the limit of 2 times in every minute.  Every sentence cost one charm.
1058,World Voice Charm,Use it to speak in world channel without the limit of 2 times in every minute.  Every sentence cost one charm.
1059,Adv. Healing Charm (lvl 1),Increase 170 HP in 10 seconds.
1060,Adv. Healing Charm (lvl 2),Increase 380 HP in 10 seconds.
1061,Adv. Healing Charm (lvl 3),Increase 700 HP in 10 seconds.
1062,Adv. Healing Charm (lvl 4),Increase 1100 HP in 10 seconds.
1063,Adv. Healing Charm (lvl 5),Increase 1500 HP in 10 seconds.
1064,Adv. Healing Charm (lvl 6),Increase 2050 HP in 10 seconds.
1065,Adv. Healing Charm (lvl 7),Increase 2600 HP in 10 seconds.
1066,Adv. Healing Charm (lvl 8),Increase 3300 HP in 10 seconds.
1067,Adv. Healing Charm (lvl 9),Increase 4100 HP in 10 seconds.
1068,Adv. Healing Charm (lvl 10),Increase 5000 HP in 10 seconds.
1069,Adv. Mana Charm (lvl 1),Increase 170 Mana in 10 seconds.
1070,Adv. Mana Charm (lvl 2),Increase 380 Mana in 10 seconds.
1071,Adv. Mana Charm (lvl 3),Increase 700 Mana in 10 seconds.
1072,Adv. Mana Charm (lvl 4),Increase 1100 Mana in 10 seconds.
1073,Adv. Mana Charm (lvl 5),Increase 1500 Mana in 10 seconds.
1074,Adv. Mana Charm (lvl 6),Increase 2050 Mana in 10 seconds.
1075,Adv. Mana Charm (lvl 7),Increase 2600 Mana in 10 seconds.
1076,Adv. Mana Charm (lvl 8),Increase 3300 Mana in 10 seconds.
1077,Adv. Mana Charm (lvl 9),Increase 4100 Mana in 10 seconds.
1078,Adv. Mana Charm (lvl 10),Increase 5000 Mana in 10 seconds.
1079,Pet Food,Feed pet to increase 5 points of pet happy value. (happy value decreases 1 point in every 10 minutes)
1080,Pet Food of Tamer,"Feed Tamer's pet, increase 5 points of pet happy value."
1081,Lucky Ring,"Lucky Ring, equip it to increase 3 points of basic attitude each."
1082,Fighting Healing Potion (lvl 1),"Strong medicine, recover 150 HP in 15 seconds, can be used in battle."
1083,Fighting Mana Potion (lvl 1),"Strong medicine, recover 225 Mana in 15 seconds, can be used in battle."
1084,Fighting Healing Potion (lvl 2),"Strong medicine, recover 450 HP in 15 seconds, can be used in battle."
1085,Fighting Mana Potion (lvl 2),"Strong medicine, recover 675 Mana in 15 seconds, can be used in battle."
1086,T-Points,"Talisman Points, acquired from purchase Talisman Online Codes, can be used to buy virtual items in shopping mall."
1089,Stone City Return Charm,Teleport to Stone City.
1134,Instant Healing Potion (lvl 1),"Recover 1500 HP instantly, can be used in battle."
1135,Instant Healing Potion (lvl 2),"Recover 2500 HP instantly, can be used in battle."
1150,Small Lucky Bag (3 days),"Hire small lucky bag 3 days, during the time, you will have 1 extra page in your item box.  The items in this extra page can't be used or moved if your hiring time expired.  You need hire again to rediscover them."
1151,Small Lucky Bag (7 days),"Hire small lucky bag 7 days, during the time, you will have 1 extra page in your item box.  The items in this extra page can't be used or moved if your hiring time expired.  You need hire again to rediscover them."
1152,Small Lucky Bag (15 days),"Hire small lucky bag 15 days, during the time, you will have 1 extra page in your item box.  The items in this extra page can't be used or moved if your hiring time expired.  You need hire again to rediscover them."
1153,Small Lucky Bag (30 days),"Hire small lucky bag 30 days, during the time, you will have 1 extra page in your item box.  The items in this extra page can't be used or moved if your hiring time expired.  You need hire again to rediscover them."
1154,Package (3 days),"Hire package 3 days, during the time, you will have 12 extra blanks in your warehouse item box.  This extra item box will be closed if your hiring time expired, but the items there will not disappear.  You need hire again to rediscover the items."
1155,Package (7 days),"Hire package 7 days, during the time, you will have 12 extra blanks in your warehouse item box.  This extra item box will be closed if your hiring time expired, but the items there will not disappear.  You need hire again to rediscover the items."
1156,Package (15 days),"Hire package 15 days, during the time, you will have 12 extra blanks in your warehouse item box.  This extra item box will be closed if your hiring time expired, but the items there will not disappear.  You need hire again to rediscover the items."
1157,Package (30 days),"Hire package 30 days, during the time, you will have 12 extra blanks in your warehouse item box.  This extra item box will be closed if your hiring time expired, but the items there will not disappear.  You need hire again to rediscover the items."
1158,Pet Food,Feed pet to increase 5 points of pet happy value. (happy value decreases 1 point in every 10 minutes)
1159,Pet Food,Feed pet to increase 5 points of pet happy value. (happy value decreases 1 point in every 10 minutes)
1160,Pet Food,Feed pet to increase 5 points of pet happy value. (happy value decreases 1 point in every 10 minutes)
1170,Energy Fruit,Increase energy 1500 points after you eat it.
1171,Adv. Energy Fruit,Increase energy 3000 points after you eat it.
1172,Core Titanium Stone,Increase the combine success rate to 100% when combination of +4 ~ +6.
1200,Divine Tiger,Summon Divine Tiger to ride.  The mount can be combined with Emerald to increase move speed and upgrade its shape.
1201,White Tiger,Summon White Tiger to ride.  The mount can not be combined to upgrade its Plus Rank.
1202,Jackstraw,Jackstraw can be consumed to revive the owner without any experience and energy lost.  The owner will be revived at the closest birth place.  It's invalid to red/yellow named characters.
1203,White Tiger,Summon White Tiger to ride.  The mount can not be combined to upgrade its Plus Rank.
1250,Super Lucky Bag,Use it to have an extra page of your item box forever.
1251,Super Package,Use it to have 12 extra blanks of your warehouse forever.
1252,Scud Amulet (lvl 1),"Get the power from the wind, increase move speed 4%.  All elements resistance increase 30 points."
1253,Scud Amulet (lvl 2),"Get the power from the wind, increase move speed 8%.  All elements resistance increase 60 points."
1255,Forgiveness Pill (S),"Repent your error, use it to decrease 100 points of PK value."
1256,Forgiveness Pill (L),"Repent your error, use it to decrease 300 points of PK value."
1300,Instant Full Healing Potion,Filled HP instantly.
1301,Instant Full Healing Potion,Filled HP instantly.
1302,Instant Full Healing Potion,Filled HP instantly.
1303,Instant Full Healing Potion,Filled HP instantly.
1304,Instant Full Mana Potion,Filled Mana instantly.
1305,Instant Full Mana Potion,Filled Mana instantly.
1306,Instant Full Mana Potion,Filled Mana instantly.
1307,Instant Full Mana Potion,Filled Mana instantly.
1308,Little Panda (Pet),"Pet Little Panda, increase master's HP upper limit.  It will get attribution points for master and can learn extra skills from level 11."
1309,Little Wild Mule (Pet),"Pet Little Wild Mule, increase master's Mana upper limit.  It will get attribution points for master and can learn extra skills from level 11."
1400,Vulnerary (S),"Increase 120 HP in 10 seconds, it can be used in battle."
1401,Vulnerary (M),"Increase 500 HP in 10 seconds, it can be used in battle."
1402,Vulnerary (L),"Increase 1000 HP in 10 seconds, it can be used in battle."
1403,Alchemy Pill (S),"Increase 120 Mana in 10 seconds, it can be used in battle."
1404,Alchemy Pill (M),"Increase 500 Mana in 10 seconds, it can be used in battle."
1405,Alchemy Pill (L),"Increase 1000 Mana in 10 seconds, it can be used in battle."
2000,Red Grass,Material to make medicine (lvl 1)
2001,Wild Mushroom,Material to make medicine (lvl 1)
2002,Red Rooted Salvia,Material to make medicine (lvl 1)
2003,Summer Withered Grass,Material to make medicine (lvl 2)
2004,Red Fruit,Material to make medicine (lvl 2)
2005,Lichee Grass,Material to make medicine (lvl 2)
2006,Honewort,Material to make medicine (lvl 3)
2007,Polygonum,Material to make medicine (lvl 3)
2008,Honeysuckle,Material to make medicine (lvl 3)
2009,Grosvenor Momordica,Material to make medicine (lvl 4)
2010,Cowbane,Material to make medicine (lvl 4)
2011,Stone Orchid,Material to make medicine (lvl 4)
2012,Fig,Material to make medicine (lvl 5)
2013,Durmast,Material to make medicine (lvl 5)
2014,Thyme,Material to make medicine (lvl 5)
2015,Orange Ore,Material to make charm (lvl 1)
2016,Dolomite Ore,Material to make charm (lvl 1)
2017,Leucite Ore,Material to make charm (lvl 2)
2018,Green Ore,Material to make charm (lvl 2)
2019,Spinel Ore,Material to make charm (lvl 3)
2020,Barite Ore,Material to make charm (lvl 3)
2021,Magnesium Ore,Material to make charm (lvl 4)
2022,Flame Ore,Material to make charm (lvl 4)
2023,Rapid Healing Potion (lvl 1),"Recover 150 HP instantly, need 3 minutes cooling time."
2024,Rapid Mana Potion (lvl 1),"Recover 150 Mana instantly, need 3 minutes cooling time."
2025,Handmade Healing Potion (lvl 1),"Function: increase 16 HP every second, lasting 15 seconds, function stopped when being attacked or move."
2026,Handmade Mana Potion (lvl 1),"Function: increase 24 Mana every second, lasting 15 seconds, function stopped when being attacked or move."
2027,Power Pill,
2028,Revive Pill,
2029,Vim Pill,
2030,Healing Charm (lvl 1),Maximum recover 150 HP in 10 seconds.
2031,Mana Charm (lvl 1),Maximum recover 150 Mana in 10 seconds.
2032,Weakness Charm,
2033,Fury Charm,
2034,Collapse Charm,
2035,Earthquake Charm,
2036,Divine Eye Charm,
2037,Transport Charm,
2038,Transform Charm,
2039,Rapid Healing Potion (lvl 2),"Recover 360 HP instantly, need 3 minutes cooling time."
2040,Rapid Mana Potion (lvl 2),"Recover 360 Mana instantly, need 3 minutes cooling time."
2041,Handmade Healing Potion (lvl 2),"Function: increase 32 HP every second, lasting 15 seconds, function stopped when being attacked or move."
2042,Handmade Mana Potion (lvl 2),"Function: increase 48 Mana every second, lasting 15 seconds, function stopped when being attacked or move."
2043,Rapid Healing Potion (lvl 3),"Recover 630 HP instantly, need 3 minutes cooling time."
2044,Rapid Mana Potion (lvl 3),"Recover 630 Mana instantly, need 3 minutes cooling time."
2045,Handmade Healing Potion (lvl 3),"Function: increase 52 HP every second, lasting 15 seconds, function stopped when being attacked or move."
2046,Handmade Mana Potion (lvl 3),"Function: increase 78 Mana every second, lasting 15 seconds, function stopped when being attacked or move."
2047,Rapid Healing Potion (lvl 4),"Recover 960 HP instantly, need 3 minutes cooling time."
2048,Rapid Mana Potion (lvl 4),"Recover 960 Mana instantly, need 3 minutes cooling time."
2049,Handmade Healing Potion (lvl 4),"Function: increase 76 HP every second, lasting 15 seconds, function stopped when being attacked or move."
2050,Handmade Mana Potion (lvl 4),"Function: increase 114 Mana every second, lasting 15 seconds, function stopped when being attacked or move."
2051,Rapid Healing Potion (lvl 5),"Recover 1350 HP instantly, need 3 minutes cooling time."
2052,Rapid Mana Potion (lvl 5),"Recover 1350 Mana instantly, need 3 minutes cooling time."
2053,Handmade Healing Potion (lvl 5),"Function: increase 106 HP every second, have to sit when using it."
2054,Handmade Mana Potion (lvl 5),"Function: increase 160 Mana every second, lasting 15 seconds, function stopped when being attacked or move."
2055,Healing Charm (lvl 2),Maximum recover 360 HP in 10 seconds.
2056,Mana Charm (lvl 2),Maximum recover 360 Mana in 10 seconds.
2057,Healing Charm (lvl 3),Maximum recover 630 HP in 10 seconds.
2058,Mana Charm (lvl 3),Maximum recover 630 Mana in 10 seconds.
2059,Healing Charm (lvl 4),Maximum recover 960 HP in 10 seconds.
2060,Mana Charm (lvl 4),Maximum recover 960 Mana in 10 seconds.
2061,Healing Charm (lvl 5),Maximum recover 1350 HP in 10 seconds.
2062,Mana Charm (lvl 5),Maximum recover 1350 Mana in 10 seconds.
2063,Aluminum Ore,Material to make charm (lvl 5)
2064,Silver Ore,Material to make charm (lvl 5)
2070,Purple Crystal (lvl 1),
2071,Purple Crystal (lvl 2),
2072,Purple Crystal (lvl 3),
2073,Purple Crystal (lvl 4),
2074,Purple Crystal (lvl 5),
2075,Purple Crystal (lvl 6),
2076,Purple Crystal (lvl 7),
2077,Purple Crystal (lvl 8),
2078,Purple Crystal (lvl 9),
2079,Purple Crystal (lvl 10),
3001,Array Illustration,
3002,Stalagmite Repairing Tool,
3003,Ganoderma Heart,
3004,Ganoderma Spirit,
3005,Wild Rabbit Knuckle,
3006,Green Scarp Herb,
3007,Empty Water Bottle,
3008,Filled Water Bottle,
3009,New Prescription Medicine,
3010,Blood Charm,
3401,Small Tree Spirit Debris,
3402,Darkness Valley Herb,
3403,Cough Syrup,
3404,Big Tree Spirit Debris,
3405,Golden Lotus Pollen,
3406,Heart Broken Grass,
3407,Morning Dew,
3408,Elixir,
3409,Ebriety Grass,
3410,Empty Water Bottle,
3411,Filled Water Bottle,
3412,Demon Soldier Claw,
3413,Evil Blade Valuable Book,
3414,Ice Banshee Valuable Book,
3415,Virulent Spider Valuable Book,
3416,Fire Boar Valuable Book,
3417,Fur of Snow Beast,
3418,Hotspring Water,
3419,White Lotus of Hotspring Valley,
3420,Hell Snow Giant Soul,
3421,Silver Needle,
3422,Evil Blade Head,
3423,Virulent Spider Head,
3424,Ice Banshee Head,
3425,Plum Blossom Petal,
3426,Bat Claw,
3427,Green Snipe Pearl,
3428,Zombie Saliva,
3429,Crystal Rock Pearl,
3430,Four Color Pearl,
3431,Cracked Skull,
3432,Green Sword Art Book,
3433,Fire Pearl,
3434,Celestial Birds Sutra,
3435,Moss Spider Spawn,
3436,Spider Leg,
3437,Deformity Joss,
3438,Beast Horn,
3439,Ogre Paw,
3440,Wood Demon Head,
3441,Lascivious Token,
3442,M-Flag,
3443,National Day Package,
3444,Pet Skill Book (Energy),"Pet learns the skill to increase master's energy, 3 + (pet level - 10) points in every 30 seconds.  Pet can learn one more skill after reaching level 11, 15 and 20."
3445,Pet Skill Book (Experience),"Pet learns the skill to increase master's experience, 3 + (pet level - 10) points in every 10 seconds.  Pet can learn one more skill after reaching level 11, 15 and 20."
3446,Pet Skill Book (Auto Healing),"Pet learns the skill to automatically use the healing medicine to recover master's HP when it is less than 1/3.  Pet can learn one more skill after reaching level 11, 15 and 20."
3447,Pet Skill Book (Auto Mana Recovery),"Pet learns the skill to automatically use the mana medicine to recover master's Mana when it is less than 1/3.  Pet can learn one more skill after reaching level 11, 15 and 20."
3448,Pet Skill Book (Auto Pick),"Pet learns the skill to pick up the money and items dropped from monster for master.  Pet can learn one more skill after reaching level 11, 15 and 20."
3449,Pet Skill Book (HP Upper Limit),"Pet learns the skill to increase the master's HP upper limit.  Pet can learn one more skill after reaching level 11, 15 and 20.  Pet can't learn the skill if it has grasped same skill before."
3450,Pet Skill Book (Mana Upper Limit),"Pet learns the skill to increase the master's Mana upper limit.  Pet can learn one more skill after reaching level 11, 15 and 20.  Pet can't learn the skill if it has grasped same skill before."
3451,Pet Level Up Book,Use it to make little pet level up.  Pet level need be equal or higer than 10.  You could use it when pet experience is full at current level.
3452,Un-sealing Charm,
3453,Green Clay,
3454,Pet Skill Forget Book,"Use it, your pet will forget its skills except the original skill, then it can start to learn new skills over again."
3455,Fireworks (Red),"Holiday fireworks, use it you will see a red fireworks on the sky."
3456,Fireworks (Blue),"Holiday fireworks, use it you will see a blue fireworks on the sky."
3457,Fireworks (Green),"Holiday fireworks, use it you will see a green fireworks on the sky."
3458,Adv. Golden Light Pill,"Pill to increase defense 20%, valid time 60 minutes."
3459,Adv. Golden Light Pill,"Pill to increase defense 20%, valid time 60 minutes."
3460,Adv. Apothecary Pill,"Pill to increase HP upper limit 10%, valid time 60 minutes."
3461,Adv. Apothecary Pill,"Pill to increase HP upper limit 10%, valid time 60 minutes."
3462,Adv. Vivid Spell,Use it to get a BUFF of being 150% experience rate in one hour.  This BUFF can't coexist with other experience BUFF.
3463,Adv. Vivid Spell,Use it to get a BUFF of being 150% experience rate in one hour.  This BUFF can't coexist with other experience BUFF.
3464,Adv. Duality Spell,Experience earned increase 50% in one day.
3465,Adv. Duality Spell,Experience earned increase 50% in one day.
3466,Adv. Vivid Spell,Use it to get a BUFF of being 150% experience rate in one hour.  This BUFF can't coexist with other experience BUFF.
3467,Adv. Vivid Spell,Use it to get a BUFF of being 150% experience rate in one hour.  This BUFF can't coexist with other experience BUFF.
3468,Sweet Grapefruit,
3469,Pet Food,Feed pet to increase 5 points of pet happy value. (happy value decreases 1 point in every 10 minutes)
3470,Flour,
3471,Peanut Oil,
3472,Egg,
3473,Water,
3474,The Yolk of Duck Egg,
3475,Lotus Butter Stuffing,
3476,Sweetened Bean Paste,
3477,Pattern of Moon Cake,
3478,Moon Cake,"Palatable moon cake, eat it to get energy reward."
3479,Ice Moon Cake,"Palatable ice moon cake, eat it to get experience reward."
3480,Bamboo Book of Energy,"Magic bamboo book, use it to get energy reward."
3481,Golden Gift Pack,"A gift from GM, use it to get random amount of game money."
3482,Blue Flame Horse,Summon Blue Flame Horse to ride.  The mount can be combined with Emerald to increase move speed and upgrade its shape.
3483,Red Flame Horse,Summon Red Flame Horse to ride.  The mount can be combined with Emerald to increase move speed and upgrade its shape.
3484,Moon Bear,Summon Moon Bear to ride.  The mount can be combined with Emerald to increase move speed and upgrade its shape.
3485,White Bear,Summon White Bear to ride.  The mount can be combined with Emerald to increase move speed and upgrade its shape.
3486,Golden Husky (Pet),"Pet Golden Husky, increase master's Mana upper limit, and increase master's mana recovery speed in non-battle state.  It will get attribution points for master and can learn extra skills from level 11."
3487,Siberian Husky (Pet),"Pet Siberian Husky, increase master's Mana recovery speed in non-battle state.  It will get attribution points for master and can learn extra skills from level 11."
3488,Red Hornbill (Pet),"Pet Red Hornbill, increase master's HP upper limit, and increase master's HP recovery speed in non-battle state.  It will get attribution points for master and can learn extra skills from level 11."
3489,Blue Hornbill (Pet),"Pet Blue Hornbill, increase master's HP recovery speed in non-battle state.  It will get attribution points for master and can learn extra skills from level 11."
3490,Sweet Grapefruit,
3491,Sweet Grapefruit,
3492,Parcel Post,
3493,Golden Husky (Pet),"Pet Golden Husky, increase master's Mana upper limit, and increase master's mana recovery speed in non-battle state.  It will get attribution points for master and can learn extra skills from level 11."
3494,Siberian Husky (Pet),"Pet Siberian Husky, increase master's Mana recovery speed in non-battle state.  It will get attribution points for master and can learn extra skills from level 11."
3495,Red Hornbill (Pet),"Pet Red Hornbill, increase master's HP upper limit, and increase master's HP recovery speed in non-battle state.  It will get attribution points for master and can learn extra skills from level 11."
3496,Blue Hornbill (Pet),"Pet Blue Hornbill, increase master's HP recovery speed in non-battle state.  It will get attribution points for master and can learn extra skills from level 11."
3497,Pet Food,Feed pet to increase 5 points of pet happy value. (happy value decreases 1 point in every 10 minutes)
3498,Love Heart Seed,Use it to gain 100 experience points of collect herb.
3499,Love Heart Seed,Use it to gain 100 experience points of collect herb.
3500,Love Heart Seed,Use it to gain 100 experience points of collect herb.
3501,Love Heart Ore,Use it to gain 100 experience points of collect ore.
3502,Love Heart Ore,Use it to gain 100 experience points of collect ore.
3503,Love Heart Ore,Use it to gain 100 experience points of collect ore.
3504,Love Heart Angel,Given a title of Love Heart Angel in 30 days.
3505,Love Heart Card,"A love heart highlight circle shown at the foot in 3 days, increase 100% experience rate, increase 150% energy rate, can not effect with other experience and energy items"
3506,Blue Magic Bead,"50% chance to increase equipment quality from Green or White to Blue.  New one will keep the Energy, but will have random attributes and Plus Rank."
3507,Pet Exp Book,"Little pet gains 20 points extra experience in every minute, lasting 1 hour."
3508,Pet Exp Book,"Little pet gains 20 points extra experience in every minute, lasting 1 hour."
3509,Pet Exp Book,"Little pet gains 20 points extra experience in every minute, lasting 1 hour."
3510,Pet Exp Book,"Little pet gains 20 points extra experience in every minute, lasting 1 hour."
3511,Pet Level Up Book,Use it to make little pet level up.  Pet level need be equal or higer than 10.  You could use it when pet experience is full at current level.
3512,Adv. Energy Fruit,Increase energy 3000 points after you eat it.
3513,Soul Quartz,"Ancient myth crystal, is main item could be used to infuse your soul power into equipment.  Soul Infusion will improve the attributes of the equipment."
3514,Nimbus Quartz,Secondary item could be used to infuse your soul power into equipment.  Soul Infusion will improve the attributes of the equipment.
3515,Primary Vitality Magicstone,"Can be socketed on Talisman or defense gear, increase 3 points of vitality.  Valid time is 7 days.  It will disappear after merge."
3516,Advanced Vitality Magicstone,"Can be socketed on Talisman or defense gear, increase 5 points of vitality.  Valid time is 7 days.  It will disappear after merge."
3517,Strong Vitality Magicstone,"Can be socketed on Talisman or defense gear, increase 7 points of vitality.  Valid time is 30 days.  It will disappear after merge."
3518,Elite Vitality Magicstone,"Can be socketed on Talisman or defense gear, increase 9 points of vitality.  Valid time is 30 days.  It will disappear after merge."
3519,Super Vitality Magicstone,"Can be socketed on Talisman or defense gear, increase 11 points of vitality.  Valid time is 30 days.  It will disappear after merge."
3525,Primary Strength Magicstone,"Can be socketed on Talisman or defense gear, increase 3 points of strength.  Valid time is 7 days.  It will disappear after merge."
3526,Advanced Strength Magicstone,"Can be socketed on Talisman or defense gear, increase 5 points of strength.  Valid time is 7 days.  It will disappear after merge."
3527,Strong Strength Magicstone,"Can be socketed on Talisman or defense gear, increase 7 points of strength.  Valid time is 30 days.  It will disappear after merge."
3528,Elite Strength Magicstone,"Can be socketed on Talisman or defense gear, increase 9 points of strength.  Valid time is 30 days.  It will disappear after merge."
3529,Super Strength Magicstone,"Can be socketed on Talisman or defense gear, increase 11 points of strength.  Valid time is 30 days.  It will disappear after merge."
3535,Primary Dexterity Magicstone,"Can be socketed on Talisman or defense gear, increase 3 points of dexterity.  Valid time is 7 days.  It will disappear after merge."
3536,Advanced Dexterity Magicstone,"Can be socketed on Talisman or defense gear, increase 5 points of dexterity.  Valid time is 7 days.  It will disappear after merge."
3537,Strong Dexterity Magicstone,"Can be socketed on Talisman or defense gear, increase 7 points of dexterity.  Valid time is 30 days.  It will disappear after merge."
3538,Elite Dexterity Magicstone,"Can be socketed on Talisman or defense gear, increase 9 points of dexterity.  Valid time is 30 days.  It will disappear after merge."
3539,Super Dexterity Magicstone,"Can be socketed on Talisman or defense gear, increase 11 points of dexterity.  Valid time is 30 days.  It will disappear after merge."
3545,Primary Intelligence Magicstone,"Can be socketed on Talisman or defense gear, increase 3 points of intelligence.  Valid time is 7 days.  It will disappear after merge."
3546,Advanced Intelligence Magicstone,"Can be socketed on Talisman or defense gear, increase 5 points of intelligence.  Valid time is 7 days.  It will disappear after merge."
3547,Strong Intelligence Magicstone,"Can be socketed on Talisman or defense gear, increase 7 points of intelligence.  Valid time is 30 days.  It will disappear after merge."
