程序导标记，不用翻译,,
STRID,LAN,Remark
npc_4364,Hollow Masked Heister,
npc_4365,Hollow Masked Heister,
npc_4366,Hunks,
npc_437,Red Panther,
npc_4371,Teleport Stele,
npc_438,Snow Wolf,
npc_4386,M-Flag,
npc_4387,Purple Wing Bat,
npc_4388,Plum Blossom Tree,
npc_4389,Cursed Zombie,
npc_439,Golden Husky,
npc_4390,Fire Eye Skull,
npc_4391,Green Snipe,
npc_4392,Four-hand Yaksha,
npc_4393,Aberrance Horse-head Bear,
npc_4394,Soul Lost Horse-head Bear,
npc_4395,Horse-head Bear Patrol,
npc_4396,Horse-head Bear Guard,
npc_4397,Horse-head Bear Captain,
npc_4398,Tusk Ogre,
npc_4399,Tusk Ogre Warrior,
npc_44,Little Girl,
npc_440,Siberian Husky,
npc_4400,Tusk Ogre Sorcerer,
npc_4401,Blowgun Tusk Ogre,
npc_4402,Crystal Rockman,
npc_4403,Small Crystal Rockman,
npc_4404,Tri-arm Swordman,
npc_4405,Fire Fan Childe,
npc_4406,Small Wood Demon,
npc_4407,Wood Demon,
npc_4408,Mace Wood Demon,
npc_4409,Eyes Wood Beast,
npc_441,Red Hornbill,
npc_4410,Snake Sword Tao,
npc_4411,Coffin,
npc_4412,Villager of White Bear Village,White Bear Village
npc_4413,Villager,White Bear Village
npc_4414,Farmer,White Bear Village
npc_4415,Rube Rich Man,White Bear Village
npc_4416,Village Head,White Bear Village
npc_4417,Old Man,White Bear Village
npc_4418,Bamboo Hat Tao,
npc_4419,Green Clay,
npc_442,Blue Hornbill,
npc_4420,Madam Golden Whisk,
npc_4421,Sword Master Linglingzi,
npc_4422, ,
npc_4423,  ,
npc_4424,   ,
npc_4425,    ,
npc_4426,Cub Tiger,
npc_4427,Tiger Major,
npc_4428,White Tiger King,
npc_4429,Fire Serpent,
npc_443,Apothecary,Sky
npc_4430,Dicephalous Fire Serpent,
npc_4431,Callet Ghost,
npc_4432,Callet Ghost Major,
npc_4433,Green Tree Ghost,
npc_4434,Voodoo Spider,
npc_4435,Lee Yingqiong,
npc_4436,Qi Xia-er,
npc_4437,Yin Sushang,
npc_4438,Grandaunt Lei,
npc_4439,Apothecary,Vast
npc_444,Apothecary,Sand
npc_4440,Chase Geezer,
npc_4441,[no_use],
npc_4442,[no_use],
npc_4443,[no_use],
npc_4444,[no_use],
npc_4445,[no_use],
npc_4446,Shopman,Belvedere 
npc_4447,Reputation Merchant,Vast
npc_4448,  ,
npc_4449,   ,
npc_445,Apothecary,Stone
npc_4450,   ,
npc_4451,    ,
npc_4452,Sweet Grapefruit,
npc_4453,Old Man,Sky
npc_4454,Old Man,Sand
npc_4455,Old Man,Stone
npc_4456,Moon Cake Merchant,Sky
npc_4457,Moon Cake Merchant,Sand
npc_4458,Moon Cake Merchant,Stone
npc_4459,Teleport Stele,
npc_446,Tie Dan,
npc_4460,Wing Centipede,
npc_4461,Evil Centipede,
npc_4462,Poleax Aborigine,
npc_4463,Bow Aborigine,
npc_4464,Bloodsucker,
npc_4465,Poison Rattan,
npc_4466,Fire Eye Skull,
npc_4467,Sway Fire Elf,
npc_4468,Altar Guard,
npc_4469,Gun Witch,
npc_4470,Cemetery Guard,
npc_4471,Treasure Box,
npc_4472,Hunks,
npc_4473,Powerful Evil Centipede,
npc_4474,Powerful Bow Aborigine,
npc_4475,Powerful Bloodsucker,
npc_4476,Powerful Fire Elf,
npc_4477,Powerful Cemetery Guard,
npc_4478,Warp Bloodsucker,
npc_4479,Aborigine Leader,
npc_4480,Poleax Aborigine Patrolman,
npc_4481,Aborigine Vice Leader,
npc_4482,Bow Aborigine Patrolman,
npc_4484,Altar Stone,
npc_4487,Warp Bloodsucker,
npc_4488,Horrific Spider Spawn,
npc_4493,Powerful Voodoo Spider,
npc_4494,Bloodsucker Queen,
npc_4495,East Gate of Stone City,
npc_4496,Blood Master Ore,
npc_4497,Four-hand Yaksha Countess,
npc_4498,Viper War Giant,
npc_4499,Viper Witch Doctor,
npc_45,Follower of Master Can,
npc_4500,Blue Fire Whip Skeleton,
npc_4501,Blue Fire Skeleton Beast,
npc_4502,Blaze Skull Marshal,
npc_4503,Blaze Skull Marshal,
npc_4504,Qiu Zhixian,
npc_4506,Sweet Grapefruit,
npc_4507,Sweet Grapefruit,
npc_4508,Wood Chest,
npc_4509,Fireball,
npc_4510,Gentleman,
npc_4511,Ascetic Fuhu,
npc_4512,Reputation Merchant,Sky
npc_4513,Wizard Practicer,
npc_4514,Monk Practicer,
npc_4515,Fairy Practicer,
npc_4516,Assassin Practicer,
npc_4517,Tamer Practicer,
npc_4518,Snowman,
npc_4519,Christmas Tree,
npc_4520,Santa Claus,
npc_4521,Santa Claus,
npc_4522,Santa Claus,
npc_4523,Snowman,
npc_4524,[no_use],
npc_4525,[no_use],
npc_4526,[no_use],
npc_4527,[no_use],
npc_4528,[no_use],
npc_4529,[no_use],
npc_4530,[no_use],
npc_4531,[no_use],
npc_4532,[no_use],
npc_4533,[no_use],
npc_4539,Veteran Snake Head,
npc_4540,Veteran Bandit Soldier,
npc_4541,Veteran Play Boy,
npc_4542,Veteran Lecher,
npc_4543,Veteran Axe Monk Soldier ,
npc_4544,Veteran Machine Man,
npc_4545,Veteran Black Bear,
npc_4546,Veteran Fantasy Palace Jackal,
npc_4547,Veteran Hollow Masked Heister,
npc_4548,Veteran Tusk Ogre Warrior,
npc_4549,Veteran Green Tree Ghost,
npc_4550,Ancient Vessel of Nature,
npc_4551,Ancient Tree of Life,
npc_4552,The Statue of Sword,
npc_4553,Lunar Cave,
npc_4554,Cloudland Pavilion,
npc_4560,Stone of Life,
npc_4561,Stone of Sword,
npc_4562,Master Qingxuzi,
npc_4563,Immortal Prentice,
npc_4564,Lunar Stone,
npc_4565,Lunar Stone,
npc_4566,Janitor of Guild Demesne,
npc_4567,Janitor of Guild Demesne,
npc_4568,Elite Blade Ranger,
npc_4569,Elite Masked Heister,
npc_4570,Ninja Stabber,
npc_4571,Xuyu,
npc_4572,Elite Bine Monster,
npc_4573,Green Viper,
npc_4574,Brier Beast,
npc_4575,Immortal Turtle Beast,
npc_4576,Cateran,
npc_4577,Fisherman,
npc_4578,River Bandit,
npc_4579,Spalpeen,
npc_4580,Wicked Moocher,
npc_4581,Guard of Chen's Manor,
npc_4582,Soldier of Chen's Manor,
npc_4583,Club Servitor,
npc_4584,Firebolt Wei-Chiyuan,
npc_4585,Sentinel of Chen's Manor,
npc_4586,Watcher of Chen's Manor,
npc_4587,Pawn of Chen's Manor,
npc_4588,Wheel Blade Cui-Tianshou,
npc_4589,Nark of Loo's Village,
npc_4590,Blademan of Loo's Village,
npc_4591,Vice Leader Chen-Changgu,
npc_4592,Steel Teeth Crocodile,
npc_4593,Iron Tail Tiger,
npc_4594,Jade Robe Heister,
npc_4595,Brawny Soldier,
npc_4596,Heister Head,
npc_4597,Guard of Heister Head,
npc_4598,Posseman of Loo's Village,
npc_4599,Guard of Loo's Village,
npc_46,Posseman,
npc_4600,Soldier of Loo's Village,
npc_4601,Racoon Loosi,
npc_4602,Guard of Screw Bay,
npc_4603,Jailor of Screw Bay,
npc_4604,Head of Screw Bay,
npc_4605,Fire Chainball Loosan,
npc_4606,Cursed Villager,
npc_4607,One-eyed Necromancer,
npc_4608,Apprentice of Blaze Skull,
npc_4609,Fake Monk Yao,
npc_4610,Nasty Tao Suxiu,
npc_4611,Jet-arm Luo,
npc_4612,Mountain Man Kai,
npc_4613,Bright Crystal Killer,
npc_4614,Red Bat Killer,
npc_4615,Golden Star Tao Guo,
npc_4616,Posseman of Dai's Field,
npc_4617,Zhao Xinyuan,
npc_4618,Master Huang,
npc_4619,Bistro,
npc_4620,Tavern Boss,
npc_4621,Young Man of Ling Mansion,
npc_4622,Sir Ling,
npc_4623,Wounded Villager,
npc_4624,Scholar Yu,
npc_4625,Childe Baiqi,
npc_4626,Auctioneer,Clear Water Dam
npc_4627,Villager,Clear Water Dam
npc_4628,Old Man,Clear Water Dam
npc_4629,Spy in Loo's Village,
npc_4630,Wife of Muscle-man Wei,
npc_4631,Wounded Person,Loo
npc_4632,Poison Golden Lotus,
npc_4633,Treasure Box,
npc_4634,Fresh Berry,
npc_4635,Young Lady Dengping,
npc_4636,Picket of Screw Bay,
npc_4637,Mammon,
npc_4638,Cute Boy Mouse,
npc_4639,Cute Girl Mouse,
npc_4640,Super Machine Monster,
npc_4641,   ,
npc_4642,  ,
npc_4643,Young Lady of Spring,
npc_4647,Precision Blacksmith,
npc_4648,Precision Blacksmith,
npc_4649,Precision Blacksmith,
npc_4650,Reputation Merchant,Whorl
npc_4651,Reputation Merchant,Dai
npc_4652,Roaming Apothecary,Roaming
npc_4653,Roaming Apothecary,Roaming
npc_4654,Roaming Apothecary,Roaming
npc_4655,Glacier Silver Fox,
npc_4656,Ice Mirror Prentice,
npc_4657,Elite Machine Monster,
npc_4658,Elite Machine Giant,
npc_4659,Elite Peach Spirit,
npc_4660,Elite Meat Ganoderma,
npc_4661,Dank Poison Fly,
npc_4662,Poison Dragon Underling,
npc_4663,Ice Mirror Faerie,
npc_4664,Ochu Faerie,
npc_4665,Machine Master,
npc_4666,Poison Dragon General,
npc_4667,Poison Dragon Vitals,
npc_4668,Transparent Door,
npc_4669,Scrapped Machine Man,
npc_4670,Scrapped Machine Man,
npc_4676,Gambol Mushroom,
npc_47,Peasant,
npc_48,Wounded Person 02,
npc_49,Doctor of the Camp,
npc_5,Golden Horn Boa,
npc_50,Solitary Ghost,
npc_51,Chase Geezer,
npc_52,Iron Arms Lee,
npc_53,Tamer Tao Huang,
npc_54,Muscle-man Wei ,
npc_55,Lee Nanguo,
npc_56,Loong Fei Stand-in,
npc_57,Dan Qiu Shen,
npc_58,Yan Nan Fei,
npc_59,Cortege Qin,
npc_6,Green Bamboo Snake,
npc_60,Mounted Brigand,
npc_61,Roving Bandit,
npc_62,Elite Roving Bandit,
npc_63,Elite Mounted Brigand,
npc_64,Lee Nan Cun,
npc_65,Lee Nan Cheng,
npc_66,He Shenyu,
npc_67,Chamber of Commerce Boss,
npc_68,Callet,
npc_69,Callet Head Young Stand-in,
npc_7,Gemination Snake,
npc_70,Syren Without Eyebrow,
npc_71,Iron Goatee Tao,
npc_72,Fire Tao,
npc_73,Poison Fly,
npc_74,Little Tiger,
npc_75,Fierce Tiger,
npc_76,Golden Leopard,
npc_77,Male Aborigine,
npc_78,Sturdy Aborigine,
npc_79,Black Ghost Guard,
npc_8,Green Bamboo Snake King,
npc_80,Male Aborigine,
npc_81,Female Aborigine,
npc_82,Female Aborigine,
npc_83,Female Aborigine,
npc_84,Female Aborigine,
npc_85,Little Wild Mule,
npc_86,Wild Mule,
npc_87,Wild Mule King,
npc_88,Little Golden Macaque,
npc_89,Golden Macaque,
npc_9,Servant of Snake Head,
npc_90,Green Robe Master Split Body,
npc_91,Zaton,
npc_92,Fa-Yuan,
npc_93,Evil Tao He,
npc_94,Evil Tao Beard,
npc_95,Sagamore Black Ghost,
npc_96,Zhang Si,
npc_97,Examinee Song,
npc_98,Examinee Zhou,
npc_99,Sun Nan,
npc_assign_1,Newbies Hunting Area,
npc_assign_10,Ghost Area,
npc_assign_14,Stone City,
npc_assign_21,Newbies Swamp Area,
npc_assign_23,Newbies Bandits Area,
npc_assign_24,Centipede Area,
npc_assign_25,Stone City Red-Light Alley,
npc_assign_26,Camp Bridge,
npc_assign_28,Outside Camp,
npc_assign_29,Black Wind ,
npc_assign_30,Outer Woods of Camp,
npc_assign_32,Tiger Mountain Bramble Hill,
npc_assign_34,Tiger Mountain Crow Forest,
npc_assign_35,Crow Forest Cacique Area,
npc_assign_36,Tiger Mountain Crow Forest,
npc_assign_38,Tiger Mountain Cave,
npc_assign_39,Black Wind Camp Happiness Hall,
npc_assign_42,Tiger Mountain Wild Mule Slope,
npc_assign_43,Camp Cella,
npc_assign_44,Piedmont of Flowers Mountain,
npc_assign_45,Outer Darkness Valley,
npc_assign_52,Laurel Mountain,
npc_assign_54,Laurel Machine Monster,
npc_assign_55,Laurel Machine Man,
npc_assign_56,Red Flower Cave,
npc_assign_59,Cave,
npc_assign_6,Centipede Area,
npc_assign_60,Wolf Son,
npc_assign_61,Wolf King,
npc_assign_63,Little Cockroach,
npc_assign_66,South Suburb of  Sky Village,
npc_assign_67,Sky Village Field,
npc_assign_7,Snake Area,
npc_shop_chengdushengwang,Reputation Merchant,
npc_shop_chengdushuidian,Stone City Water Shop,
npc_shop_ciyunshuidian,Black Wind Water Shop,
npc_shop_ciyunsishengwang,Reputation Shop,
npc_shop_daijiachang,Dai's Field Drugstore,
npc_shop_emeishuidian,Wizard Water Shop,
npc_shop_fomengshuidian,Monk Water Shop,
npc_shop_guihuashanshuidian,Laurel Mountain Water Shop,
npc_shop_huzhuashanshengwang,Reputation Merchant,
npc_shop_mangcangshan,Reputation Merchant,Vast
npc_shop_qingluoshanshuidian,Whorl Mountain Water Shop,
npc_shop_xinshoucunshuidian,Newbies Village Water Shop,
npc_shop_xinshoucunwuqi,Newbie Village Weapon,
npc_shop_xueshancunshuidian,Snow Village Water Shop,
npc_shop_yuebing,Moon Cake Shop,
npc_shop_yunlingshanchengduwuqi,Cloud Mountain and Stone City Equipment Shop,
npc_shop_yunlingshancunshuidian,Cloud Village Water Shop,
npc_shop_yunlingshengwang,Reputation Merchant,
npc_shop_zahuodian1,Grocery Shop1,
number_dou,(MT10),
number_duo,(MT17),
number_ji,(MT14),
number_jia,(MT6),
number_jin,(MT7),
number_li,(MT12),
number_quan,(MT2),
number_ru,(MT8),
number_shan,(MT16),
number_tuo,(MT11),
number_wan,(MT1),
number_wei,(MT13),
number_xiao,(MT4),
number_zhan,(MT9),
number_zhao,(MT5),
number_zhong,(MT15),
number_zui,(MT3),
point_shop_chengdushuidian,Stone City Water Shop,
point_shop_emeishuidian,Wizard Water Shop,
point_shop_fomengshuidian,Monk Water Shop,
point_shop_xinshoucunshuidian,Newbies Village Water Shop,
point_shop_xinshoucunwuqi,Newbie Village Weapon,
point_shop_zahuo,Grocery Shop,
pop_title1,Kick [$name$],
pop_title2,Chat Off for 5m,
pop_title3,Ban for 7 days,
pop_title4,Delete (NPC),
pop_title5,Check Player Info,
qcIndex,"It was created by the Heaven Child, Li Jing Xu, who is also called Master Jing Xu.  He used to fight against Evils with Master Long-eyebrow.  The business is in the charge of Officer Tian Du and Ming He, because he is wandering outside nearly all the year.  Assassin's attack skill is famous for being fierce and tough.

Standard Point: HP / Stamina Point
Weapons: Chain Simitar and Dagger",
scenes_cychuanxidian,Black Wind Camp Happiness Hall,
scenes_ylsshexue,Cloud Mountain Snake Cave,
Scenestable_bingmayong,Secret Cemetery,
Scenestable_ciyunsihuanxidian,Black Wind Camp Happiness Hall,
Scenestable_ducaoya,Poison Plant Scarp,
Scenestable_guihuashanfuben,Laurel Mountain Laurel Wonderland,
Scenestable_guihuashanfubenchongsheng,Laurel Mountain Laurel Wonderland,
Scenestable_guihuashanlin,Laurel Hillside,
Scenestable_guildarea,Guild Demesne,
Scenestable_hanbingchi,Ice Mirror Pool,
Scenestable_huzhuashantengxvdong,Tiger Mountain Rattan Cave,
Scenestable_jiguanfang,Machine Mill,
Scenestable_jisishentan,Secret Altar,
Scenestable_jiuqvpo,Nine Crook Slope,
Scenestable_kulouqv,Skull Tomb,
Scenestable_ningbiyamidong,Lotus Cave,
Scenestable_qingluoshanmogong,Whorl Mountain Fantasy Palace,
Scenestable_shirenbuluo,Man-eater Tribe,
Scenestable_shuizhiqv,Bloodsucker Zone,
Scenestable_wugongqv,Centipede Zone,
Scenestable_wulongtan,Poison Dragon Puddle,
Scenestable_wulongtankou,Puddle Entryway,
Scenestable_yaorendongfu,Bewitcher Cave,
Scenestable_yaorendongfufb,Vast Mountain Bewitcher Cave,
Scenestable_yunlingshanshexue,Cloud Mountain Snake Cave,
sn001_baifu,White Mansion,
sn001_baihuachaoyin,Tide Cave,
sn001_baihuafenglin,Flowers Mountain Maple Slope,
sn001_baihuaguanyin,Flowers Mountain Kwan-yin Nunnery,
sn001_baihuahoushan,Back Mountain of Flowers Mountain,
sn001_baihuashan,Flowers Mountain,
sn001_baihuashanjiao,Piedmont of Flowers Mountain,
sn001_baiyunan,White Nunnery,
sn001_bingjingshilin,Ice Prick Forest,
sn001_biquanjian,Green Spring Gully,
sn001_bixiecun,Mushroom Village,
sn001_biyunan,Green Bamboo Nunnery,
sn001_biyunzhudao,Green Bamboo Road,
sn001_changshazhen,Star Town,
sn001_changshazhen_1,Star Town,
sn001_chendubeice,Stone City North,
sn001_chengdu,Stone City,
sn001_chengdunance,Stone City South,
sn001_chengduxijiao,West Suburb of Stone City ,
sn001_chenjiazhuang,Chen's Manor,
sn001_chujijingji,Junior PK Arena,
sn001_chujjc,Junior PK Arena,
sn001_ciyunsi,Black Wind Camp,
sn001_ciyunsishilao,Black Wind Camp Dungeon,
sn001_ciyunsiwai,Outside Black Wind Camp,
sn001_daijiachang,Dai's Field,
sn001_daijiachang_1,Dai's Field,
sn001_danfang,Alchemical Room,
sn001_duanbiya,Arm Broken Bluff,
sn001_duobixiongzhai,Arms Bear Residence,
sn001_eguiguanzhai,Cacodaemon Stockade,
sn001_eimeihoushan,Back Mountain of Golden Peak,
sn001_eimeijinding,Golden Peak,
sn001_eimeishanjiao,Piedmont of Golden Peak Mountain,
sn001_eimeishigou,Stalagmite Ravine,
sn001_emei,Golden Peak Mountain,
sn001_fubingqv,Floating Ice Area,
sn001_fuxiantan,Fortune Pond,
sn001_fuxiantanquanyan,Spring of Fortune Pond,
sn001_gaojijingji,Senior PK Arena,
sn001_gaojjc,Senior PK Arena,
sn001_gehoutai,Throat Rift Stage,
sn001_guguiping,Ancient Laurel Grounds,
sn001_guifengshangu,Ghost Wind Valley,
sn001_guihongsenlin,Ghost Din Woods,
sn001_guihuajiandao,Laurel Road,
sn001_guihualin,Laurel Woods,
sn001_guiwu,Laurel Room,
sn001_guiyingzhaoze,Ghost Shadow Swamp,
sn001_hanbingqv,Frost Zone,
sn001_heiguhouguangchang,Darkness Valley Back Square,
sn001_heigujuzhu,Darkness Valley Living Zone,
sn001_heigulinyin,Darkness Valley Avenue,
sn001_heiguniaoshou,Darkness Valley Animals Zone,
sn001_heiguqianguangchang,Darkness Valley Front Square,
sn001_heixincaoyuan,Black Campo,
sn001_heixincaoyuanxi,Black Campo West,
sn001_heixinhuangyuan,Black Heart Wasteland,
sn001_honghuadongfu,Red Flower Cave,
sn001_honghuaxiaojin,Red Flower Alley,
sn001_huanmogong,Skull Hollow,
sn001_hulingzhaoze,Snake Swamp,
sn001_hulingzhaozebei,Snake Swamp North,
sn001_hulingzhaozenan,Snake Swamp South,
sn001_huoyundong,Fire Cloud Cave,
sn001_huxue,Tiger Cave,
sn001_huzhuashan,Tiger Mountain,
sn001_jiguanshuniu,Machine Hinge,
sn001_jingjilin,Brier Woods,
sn001_jingjilin_1,Brier Woods,
sn001_jingjiling,Bramble Hill,
sn001_lieyanqv,Purgatory Zone,
sn001_linfu,Ling Mansion,
sn001_linyindao,Avenue,
sn001_linzhongpingdi,Forest Plain,
sn001_luanshigang,Riprap Hillock,
sn001_luosiwanjianyu,Jail of Screw Bay,
sn001_lvcunjiuzhai,Old Field of Loo's Village,
sn001_lvcunxinzhai,New Field of Loo's Village,
sn001_lvsun,Loo's Village,
sn001_lvzhou,Oasis,
sn001_mangcangshan,Vast Mountain,
sn001_maocaowu,Bothy,
sn001_maxiongcunluo,White Bear Village,
sn001_maxiongdong,Black Bear Cave,
sn001_mazeiwo,Mounted Brigand Lair,
sn001_mizongsenlin,Mazy Woods,
sn001_mogongfubenjinkou,Scenario Entrance,
sn001_mogongneiting,Inner Hall,
sn001_mogongwaiqv,Periphery,
sn001_mubadongxue,Wood Demon Cave,
sn001_nanfanghuangyuan,South Wasteland,
sn001_qinchengshanjiao,Piedmont of Blue Mountain,
sn001_qinchenjinbianya,Strip Barranca,
sn001_qinchentianshidong,Master's Cave,
sn001_qingcheng,Blue Mountain,
sn001_qingluoshan,Whorl Mountain,
sn001_qingluoshanshengmen,Live Diagram Zone,
sn001_qingluoshansimen,Death Diagram Zone,
sn001_qingquanpingyuan,Fountain Plain,
sn001_qingshuiba,Clear Water Dam,
sn001_qingshuibashiji,Market of Clear Water Dam,
sn001_qingyuansi,Far Temple,
sn001_qingyuansiwai,Outer Far Temple,
sn001_rongyanshangu,Lava Valley,
sn001_shamo,Desert,
sn001_shangduiyingdi,Trade Caravan Camp,
sn001_shangyuanyingdi,The Wounded Camp,
sn001_shanxiaochaoxue,Tusk Ogre Lair,
sn001_shijiaxiang,Gangster Alley,
sn001_shouxue,Den,
sn001_tianhuacun,Sky Village,
sn001_tianhuacunbei,North Suburb of Sky Village,
sn001_tianhuacundong,East Suburb of Sky Village,
sn001_tianhuacundongbei,Sky Village North East,
sn001_tianhuacundongnan,Sky Village South East,
sn001_tianhuacunnan,South Suburb of Sky Village,
sn001_tianhuacunxi,West Suburb of Sky Village,
sn001_tianhuacunxinan,Sky Village South West,
sn001_tianhuacunyewai,Sky Village Field,
sn001_tianyunxiaojin,Hiking Road ,
sn001_wangjianglou,Belvedere ,
sn001_weijiacun,Wei's Village,
sn001_wenquangu,Hotspring Valley,
sn001_wuduqv,Virulent Zone,
sn001_wufengcaotan,Grass Pool,
sn001_wugongshan,Centipede Mountain,
sn001_wuhouci,Leud Temple,
sn001_xiaochangbaishanguanmulin,White Mountain Shrubberies,
sn001_xiaochangbaishanshudong,White Mountain Cave,
sn001_xieshendian,Fiend Hall,
sn001_xijiaohuangdao,Barren Road of West Suburb,
sn001_xiuzhenfang,Fencing Room,
sn001_xueshancunluo,Snow Village,
sn001_xueshanliechang,Jokul Hunting Ground,
sn001_xueshen,Blood Mountain,
sn001_xueshenfight,Blood Palace,
sn001_xueshenlie,Blood Hunting Ground,
sn001_xuesonglindi,Snow Forest,
sn001_yalingzhai,Crow Forest,
sn001_ybyshanjiao,Piedmont of Green Scarp,
sn001_yeluopo,Wild Mule Slope,
sn001_yingbiya,Green Scarp,
sn001_yingbiyahoushan,Back Mountain of Green Scarp ,
sn001_yingbiyamidong,Green Scarp Secret Cave,
sn001_yuanlingfeixv,Bitter Elf Ruins,
sn001_yuchengcun,Sand Village,
sn001_yuchengcunbei,Sand Village North,
sn001_yuchengcundong,Sand Village East,
sn001_yuchengcunnan,Sand Village South,
sn001_yuefu,Yue Mansion,
sn001_yunlingshancun,Serene Village,
sn001_yunlingyoujing,Serene Hiking ,
sn001_yunlingzhuhai,Bamboo Forest of Cloud Mountain,
sn001_yuqingguan,Jade Nunnery,
sn001_yushendong,Ichthyoid Cave,
sn001_zhaoshendian,Zhao's Palace,
traffic_station_changshacheng,Star Town,
traffic_station_chendu,Stone City,
traffic_station_chengduchengdong,Stone City East,
traffic_station_chengduguangchang,Stone City Square,
traffic_station_chengduyou,Stone City Right,
traffic_station_chengduzuo,Stone City Left,
traffic_station_chujijingjichang,Stone City,
traffic_station_chujijingjiguanli,Junior PK Arena,
traffic_station_danfangchukou,Alchemical Room,
traffic_station_danfangrukou,Outside Alchemical Room,
traffic_station_gaojijingjichang,Stone City,
traffic_station_gaojijingjiguanli,Senior PK Arena,
traffic_station_guihongsenlin,Ghost Din Woods,
traffic_station_guihua,Laurel Mountain,
traffic_station_guihuashanfuben1,White Parrot,
traffic_station_guihuashanfuben2,Machine Dog,
traffic_station_guihuashanfuben3,Laurel Wonderland Entrance,
traffic_station_guiwu,Ancient Laurel Ground,
traffic_station_hanbingqv,Frost Zone,
traffic_station_jitan,Altar,
traffic_station_lieyanqv,Purgatory Zone,
traffic_station_mangcangshan,Vast Mountain,
traffic_station_mogongfubenrukou1,Scenario Entrance,
traffic_station_mogongfubenrukou2,Scenario Entrance,
traffic_station_mogongfubenrukou3,Scenario Entrance,
traffic_station_mogongfubenrukou4,Scenario Entrance,
traffic_station_mogongneiting,Inner Hall,
traffic_station_muxuenei,Outside Secret Cemetery,
traffic_station_muxuewai,Secret Cemetery,
traffic_station_qingluoshan,Whorl Mountain,
traffic_station_qingshuiba,Clear Water Dam,
traffic_station_quanguogede,Stone City,Stone City
traffic_station_sheshanshanxia,Piedmont of Snake Mountain,
traffic_station_tianhua,Sky Village,
traffic_station_tianhuacun,Sky Village,
traffic_station_wuduqv,Virulent Zone,
traffic_station_xueshan,Snow Mountain,
traffic_station_xueshancun,Snow Village,
traffic_station_xueshen1,Blood Palace Left,
traffic_station_xueshen2,Blood Palace Right,
traffic_station_xueshenlie,Blood Palace Hunting Ground,
traffic_station_xueshennei,Blood Palace Inner City,
traffic_station_xueshenwai,Blood Palace Outer City,
traffic_station_yuchen,Sand Village,
traffic_station_yuchengcun,Sand Village,
xqIndex,"Tamer Gong Ye Huang is good at animals' language, and can talk with every kinds of animals.  He overheard the sound from the white parrot and get a Tao book.  He was enlightened and created Profession Tamer after many years' enhancement.  Tamer increase their own ability by domesticate different kinds of wild animals.

Standard Point: HP / Mana
Weapons: Bow and Crossbow ",
credit_chengdu,Stone City,
credit_ciyunsi,Black Wind Camp,
credit_daijia,Dai's Field,
credit_guihua,Laurel Mountain,
credit_huzha,Tiger Mountain,
credit_mangcang,Vast Mountain,
credit_maxiong,White Bear Village,
credit_qingluo,Whorl Village,
credit_tianhua,Sky Village,
credit_xueshan,Snow Village,
credit_yunlin,Cloud Mountain,
guild_jianxian,"The Statue of Sword, the place offers Guild Quests.  There is a long practicing road waiting for you before you become an immortal master.  You can improve your cultivation through solving the problems left by the predecessors.  You can gain your Contribution Value by accomplishing the quests to prosper your guild.  The higher level of Ancient Tree of Life and the Statue of Sword, the higher level of Guild Quest you can accept.",
guild_shenming,"Ancient Tree of Life, the symbol of guild’s prosperity.  The level of the Tree is just the level of the guild.  The upper limit of the number of guild member will increase with the improvement of the Tree's level.",
guild_taixu,"Lunar Cave, a place where Masters practice.  There is a great deal of Energy and mysterious fortunes imbedding in this place.  Guild Leader can explore the cave once everyday to get the mineral, which can add Energy, to distribute to members.  The quality of the mineral depends on the levels of Ancient Tree of Life and Lunar Cave.",
guild_tianyuan,"Ancient Vessel of Nature, the footstone of Guild Demesne.  You can expend money here to gain your Contribution Value.  The Contribution Value can be transferred to Guild Prosperity in the proportion of 1:1.  Each member can gain 600 points of Contribution Value everyday at most.

The Vessel is also a warehouse of the guild.  Each member can donate Gold and items and can check the warehouse, but only Guild Leader and Presbyter have the authority to take money and items out.  When the Vessel level reaches 5, it will expand room to 2 pages automatically.

After reaching certain Guild Prosperity, more Guild Building can be constructed and the building's level can be improved.  Constructing Guild Building will cost the money in the guild’s warehouse.  ",
guild_xianling,"Cloudland Pavilion, a place filled with immortal’s fortunes.  You can buy some special items here to help you to practice.  To buy these items, you must have certain Contribution Value.  You can gain Contribution Value both through gold expending at Ancient Vessel of Nature or accomplishing the guild quests offered in the Statue of Sword. ",
map_continent1,West Land,
map_zone01,Stone City,
map_zone02,Black Wind Camp,
map_zone03,Sky Village,
map_zone04,Laurel Mountain,
map_zone05,Tiger Mountain,
map_zone06,Whorl Mountain,
map_zone07,Snow Mountain,
map_zone08,Sand Village,
map_zone09,Cloud Mountain,
map_zone10,Green Scarp,
map_zone11,Golden Peak Mountain,
map_zone12,Blue Mountain,
map_zone13,Darkness Valley,
map_zone14,Flowers Mountain,
map_zone15,Vast Mountain,
map_zone16,Blood Mountain,
map_zone17,Dai's Field,
map_zone18,Junior PK Arena,
map_zone19,Senior PK Arena,
new_role_hair_faxing4,Hairstyle 4,
new_role_hair_faxing5,Hairstyle 5,
new_role_head_lianxing4,Face 4,
new_role_head_lianxing5,Face 5,
npc_4677,Controlled Aborigine,
npc_4678,Burma Poison Fly,
npc_4679,Heathen Brutal Monk,
npc_4680,Ore Giant,
npc_4681,Red Snake Captain,
npc_4682,Heathen Syren,
