程序导标记，不用翻译,,
STRID,LAN,Remark
msg_bulletin_success,Your bulletin has been submitted.  System will post it soon.  Please wait.,
msg_bulletin_sysbusy,"Bulletin system is busy now, please try later.",
msg_bulletin_x_to_y,%s told %s: %s,
msg_business_already_lock_item,It has been locked.,
msg_business_bag_full,Not enough blanks in your item box.,
msg_business_buy_item,Purchase Item,
msg_business_can_not_operate_item,You can't operate this item.,
msg_business_lock_item,Click to lock.,
msg_business_lock_item_first,Please lock first.,
msg_business_max_buy_one_time,The maximum amount of stuff you can buy in one time.,
msg_business_money_overflow,"Your money will be overflow, you can not sell your items.",
msg_business_no_credit,"Not enough reputation, you can't purchase.",
msg_business_no_money,"Not enough money, you can't purchase.",
msg_business_sale_item,Sell Item,
msg_business_sale_max,The maximum amount of stuff you can sell in one time.,
msg_business_shop_far_can_not_buy,"You are too far from the shop, you can't purchase.",
msg_business_shop_far_can_not_sale,"You are too far from the shop, you can't sell.",
msg_business_shop_item_already_sale_out,[%s] has been sold already.,
msg_business_trade_can_not_operate_item,Some one can't operate item.,
msg_business_trade_conform_trade,Confirm Trade,
msg_business_waitting_other_lock_item,Wait for the player to lock and trade.,
msg_bussiness_need_credit,Purchase Needs,
msg_bussiness_need_credit2,[%s] %s,
msg_callfriend_agree,[%s] agreed to teleport.,
msg_callfriend_disagree,[%s] didn't agree to teleport.,
msg_callfriend_ecytype,Can't teleport player in scenario.,
msg_callfriend_fail_offline,Teleport failed.  The player [%s] is offline.,
msg_callfriend_menu,Teleport the player ,
msg_callfriend_request,[%s] want to teleport you to his/her side.  Do you agree?,
msg_callfriend_samescene,Teleport failed.  You are not in the same scene.,
msg_callfriend_useroffline,Teleport failed.  The player [%s] is offline.,
msg_callfriend_wararea,Can't teleport player in war area.,
msg_can_not_zoom_in,Can not largen any more.,
msg_can_not_zoom_out,Can not reduce any more.,
msg_can_use_mouse_to_choice,Right click mouse to choose.,
MSG_CANNOT_BANK,This item can not be put into warehouse.,
MSG_CANNOT_PUTIN_TASKITEM,Quest item can not be deposited.,
msg_card_hint_head,T-Points:,
msg_card_save_input_error,"Input error, please try again.",
msg_card_save_server_busy,"Server is busy, please try again later.",
msg_card_sn_pw_invalid,Code or Password is invalid.,
msg_card_sn_pw_null,Code or Password can't be blank.,
MSG_CD_1,Cooling Time: %d hour %d minute %d second,
MSG_CD_2,Cooling Time: %d hour %d minute,
MSG_CD_3,Cooling Time: %d minute %d second,
MSG_CD_4,Cooling Time: %d minute,
MSG_CD_5,Cooling Time: %d second,
MSG_CD_6,Cooling Time: %.1f second,
MSG_CDLEFT_1,Cooling Time Left: %d hour %d minute %d second,
MSG_CDLEFT_2,Cooling Time Left: %d hour %d minute,
MSG_CDLEFT_3,Cooling Time Left: %d minute %d second,
MSG_CDLEFT_4,Cooling Time Left: %d minute,
MSG_CDLEFT_5,Cooling Time Left: %d second,
msg_changepk_hotkey,Switch PK Mode,
msg_channel_not_open,This channel not open yet.,
msg_chat_content_too_long,"Your speak too long, please keep your words short.",
msg_chat_help_1,#r \abbr symbol language supported.  #r /s general channel.  #r /t team channel.  #r /g guild channel.  #r /y shout channel.  #r /p profession channel.  #r /d trading channel.  #r /w world channel.  #r /playername means whisper with this player.,
msg_chat_help_2,#r ##figure insert symbol language.  #r ##r start new line.  #r #### support## symbol.  #r ##b input#b flash #n words.  #r ## input #u underline #n character.  #r ##R  input #R red #n character.  #r ##G can input #G green #n character.  #r ##B input #B blue #n character.  #r ##Y input #Y yellow #n character.  #r ##W input #W white #n character.  #r ##K input #K black #n character.  #r ##c hex RGB value input appointed color and characters.  #r ##n restore standard color and status.,
msg_chat_help_help,/? chat   Chatting system help,
msg_chat_level_too_low,You can't speak before reach required level.,
msg_chat_media_priv_error,You can't speak in Rumor Channel.,
msg_chat_private_chat_info,Whisper,
msg_chat_speak_too_quick,"You speak too fast, please slow down.",
msg_chat_you_can_not_speak,You are forbidden to talk.,
msg_chat_you_not_have_team,Currently no team.,
msg_chit,C.Strike,
msg_chit_dmg,Critical Strike Damage,
MSG_CHIT_HINT,"When attack level %d enemy, %.2f%% chance to critical strike.",
msg_chit_rate,Critical Strike Rate,
MSG_CLEARSMALLPETPOINTS_ASK,Are you sure to reset your pet's attribute points?,
MSG_CLEARSMALLPETPOINTS_NONE,Please summon your pet first.,
MSG_COMPOSING_,Prescription,
msg_con,Vitality,
msg_copy_name_info,Copy Name,
msg_create_ectype_error,Failed in creating scenario.,
msg_create_ectype_so_many,"You created too many scenarios in the last hour, team scenario not included.",
msg_credit_show_0,Repu. lvl 1,
msg_credit_show_1,Repu. lvl 2,
msg_credit_show_10,Repu. lvl 11,
msg_credit_show_2,Repu. lvl 3,
msg_credit_show_3,Repu. lvl 4,
msg_credit_show_4,Repu. lvl 5,
msg_credit_show_5,Repu. lvl 6,
msg_credit_show_6,Repu. lvl 7,
msg_credit_show_7,Repu. lvl 8,
msg_credit_show_8,Repu. lvl 9,
msg_credit_show_9,Repu. lvl 10,
MSG_DAY,%d day,Effect Display
MSG_DECOMP_CONFIRM,Are you sure to decompose [%s] ?,
MSG_DECOMP_ERROR1,This item can't be decomposed.,
MSG_DECOMP_ERROR2,Please leave some more blanks in item box.,
MSG_DECOMP_ERROR3,Bound or Soul Infused item can't be decomposed.,
MSG_DECOMP_ERROR4,You need reach higher decompose skill to decompose this item.,
MSG_DEL_CONFIRM,Are you sure to delete [%s] ?,
MSG_DEL_CONFIRM_,Delete Confirmed,
msg_delete_char1,Are you sure to delete?,
msg_delete_char2,Please input 'DELETE' in the box to confirm.,
msg_demo_this_cloth_can_not_level_up,This armor can't be level up.,
msg_demo_this_weapon_can_not_level_up,This Weapon Talisman can't be level up.,
msg_dex,Dexterity,
msg_diamond_hint_head,Amount ,
MSG_DISTANCE,Distance,
MSG_DISTANCE_GE,Distance has to be exceed %d.,
msg_dmg,Damage,
MSG_DMG_,Damage: %d - %d,
MSG_DMG_MAX_,%d - %d,
MSG_DMGABSORB_,+ %d Damage Absorb,
msg_dmgreduce,Damage Decrease,
MSG_DMGREDUCE_HINT,"To level %d enemy, physical damage decrease: %.2f%%",
msg_dodge,Dodge,
MSG_DODGE_HINT,"When attacked by level %d enemy, %.2f%% chance to dodge.",
msg_drop_credit_show,"In %s, you earned %d reputation points.",
MSG_DUEL,Duel,
MSG_DUEL_AGREE,%s agree to duel with you.,
MSG_DUEL_BEGIN,Duel start %d,
MSG_DUEL_CANCELED,Duel cancelled,
MSG_DUEL_DISAGREE,%s does not agree duel with you.,
MSG_DUEL_ERR1,Your invitation has not been replied.,
MSG_DUEL_ERR2,This player is in duel now.,
MSG_DUEL_ERROR1,"You are in the battle, you can't duel.",
MSG_DUEL_ERROR2,"The player is in battle, he/she can't duel.",
MSG_DUEL_ERROR3,You are in duel now.,
MSG_DUEL_ERROR4,The player is in duel already.,
MSG_DUEL_ERROR5,Two sides are too far to duel.,
MSG_DUEL_INVITE,"%s want to challenge you to a duel, do you agree?",
MSG_DUEL_OVER,Duel finished,
MSG_DUEL_TITLE_INVITE,Challenge a duel,
msg_duel_winner_is,%s defeated %s in duel.,
msg_ectype_leavefailed,Scenario quit failed.,
msg_ectype_max,Scenario just reached maximum amount limit.  Please try later again.,
MSG_ECTYPE_RIDE_ERR_1,"In scenario, you only can ride mount with Plus Rank %d or above.",
MSG_ENCHANT,Soul Infusion,
msg_enchant_clear_ask,Are you sure to remove Soul Infusion from [%s]?,
MSG_ENCHANT_ERROR1,Can't find this item in your item box.,
MSG_ENCHANT_ERROR2,Can't find Nimbus Quartz in your item box.,
MSG_ENCHANT_ERROR3,Can't find Soul Quartz in your item box.,
MSG_ENCHANT_ERROR4,This item can't be infused with soul power.,
MSG_ENCHANT_ERROR5,Please place Nimbus Quartz in.,
MSG_ENCHANT_ERROR6,Please place Soul Quartz in.,
MSG_ENCHANT_ERROR7,This item has already been infused with soul power.,
MSG_ENCHANT_ERROR8,Please place Talisman or defense gear for soul infusion.,
MSG_ENCHANT_ERROR9,You can't do soul infusion because you can't equip this item.,
MSG_ENCHANT_HINT,"Please place proper items in the above 3 blanks, then the preview will be shown.",
MSG_ENCHANT_ITEM1,Talisman / Defense Gear,
MSG_ENCHANT_ITEM2,Nimbus Quartz,
MSG_ENCHANT_ITEM3,Soul Quartz,
MSG_ENCHANTCLEAR_ERROR1,No gems in item box.,
MSG_ENCHANTCLEAR_ERROR2,Not suitable gem.,
MSG_ENCHANTCLEAR_ERROR3,This item does not need remove Soul Infusion.,
msg_enemy_add_enemy_hint,Add into Foe List,
msg_enemy_input_user_name,Please input the name of your foe.,
msg_enemy_title,Foe List,
msg_energy,Stamina,
msg_enter_battle,Enter Battle,
MSG_EQUIP_CONFIRM,"After equipped [%s], it will be bound forever.
Are you sure to bind this item?",
MSG_EQUIP_CONFIRM_,Bind Confirmed,
MSG_EQUIP_ERROR1,This item can't be equipped.,
MSG_EQUIP_ERROR2,Item not matched with profession.,
MSG_EQUIP_ERROR3,Item in use can't be equipped.,
MSG_EQUIP_ERROR4,Item can't be equipped while you are casting a magic.,
MSG_EQUIP_ERROR5,Can't be equipped in current state.,
MSG_EQUIP_ERROR6,Can't change your Talisman while in battle.,
MSG_EQUIP_ERROR7,You can't equip two same assistant Talisman.,
MSG_EQUIP_ERROR8,You can't unequip your Talisman while in battle.,
msg_error,error ,
msg_error_ectype_notfind,Scenario can't found.,
msg_event_create_level_up,You earned one level up.,
msg_event_hp_level_up,HP increased %d points.,
msg_event_mp_level_up,Mana increased %d points.,
msg_exit_game,Are you sure to quit?,
msg_exit_game_err1,You are in battle status.  Please log out later.,
MSG_EXP_X,%s%s%d Experience,
msg_expr_add_underling_npc,Summon Guard,
msg_expr_ai_invalid,AI Invalid,
msg_expr_create_npc,Generate NPC,
msg_expr_delete_npc,NPC Disappear,
msg_expr_set_ai,AI Setting ,
MSG_FINAL_SKILL,Final strike: damage depend on  fighting points,
msg_fire,Fire,
msg_firearm,Fire Resist,
MSG_FIREARM_HINT,"To level %d enemy, fire damage decrease: %.2f%% ",
msg_float_info1,Upward,
msg_float_info2,Downward,
msg_float_info3,Arc,
msg_float_info4,None,
msg_fo,Buddha,
msg_foarm,Buddha Resist,
MSG_FOARM_HINT,"To level %d enemy, buddha damage decrease: %.2f%% ",
msg_follow_pop_menu_add_info,Follow,
msg_follow1,You are in following status.,
msg_follow2,Too far to follow.,
msg_friend_add_friend_hint,Add as friend,
msg_friend_block_list_full,"Black list is full,  you can't add now.",
msg_friend_code_no_complete,"[%s] ID can't be confirmed, no code written here!",
msg_friend_code_no_complete2,"Dear, no codes written here.",
msg_friend_code_no_complete3,"Player ID can't be confirmed, no codes written here.",
msg_friend_enemy_list_full,"Foe List is full, you can't add foe.",
msg_friend_enterworld,Your friend [%s] is just online.,
msg_friend_friend_list_full,"Friend list is full,  you can't add friend now.",
msg_friend_input_user_name,Please input the name you want to add as friend.,
msg_friend_leaveworld,Your friend [%s] is just offline.,
msg_friend_offline,Offline,
msg_friend_online,Online,
msg_friend_other_already_your_block,[%s] is already in your black list!,
msg_friend_other_already_your_enemy,[%s] is already in your foe list!,
msg_friend_other_already_your_friend,Player [%s] is already your friend!,
msg_friend_other_is_not_your_block,This player is not in your black list.,
msg_friend_other_is_not_your_enemy,This player is not in your foe list.,
msg_friend_other_is_not_your_friend,This player is not your friend.,
msg_friend_this_user_not_exist,Player [%s] does not exist.,
msg_friend_title,Friend List,
msg_friend_user_info_flag,"[%s]
status: %s
profession: %s
level: %d
area: %s",
msg_friend_user_info_flag1,Unknown,
msg_friend_user_name,Friend Name,
msg_friend_user_stat,Status,
msg_full_screen_can_not_switch_chat_window,Can't change chatting window in full screen mode.,
msg_function_not_realized,This function not open yet.,
MSG_FUSE_ERROR1,"Place unidentified item to the left, place Identify Gem to the right.",
MSG_FUSE_ERROR2,You must place Talisman or item first.,
MSG_FUSE_ERROR3,You must place gem.,
MSG_FUSE_ERROR4,Only rare items can be identified.,
msg_game_setting_text,"Your graphics setting has been changed,  do you want to save the changes?


Back to original setting in %2d seconds.",
msg_game_setting_title,Graphics Setting ,
msg_gemmy_ask,"Socket Magicstone on [%s], %d days later, the Magicstone power will disappear automatically.  Are you sure to socket?",
msg_gemmy_clear_ask,Are you sure to remove the Magicstone power from [%s]?,
MSG_GEMMY_ERROR1,Can't find this item in your item box.,
MSG_GEMMY_ERROR2,Can't find Magicstone in your item box.,
MSG_GEMMY_ERROR3,This item can't socket with Magicstone.,
MSG_GEMMY_ERROR4,This item can't socket with Magicstone anymore.,
MSG_GEMMY_ERROR5,This Magicstone only can be socketed on higher level item.,
MSG_GEMMY_ERROR6,This Magicstone can't be socketed on this kind of item.,
MSG_GEMMY_ERROR7,"Socket failed, because you can't equip it if it's socketed.", 
MSG_GEMMYCLEAR_ERROR1,Can not find Purge Crystal in your item box.,
MSG_GEMMYCLEAR_ERROR2,Please place Purge Crystal in.,
MSG_GEMMYCLEAR_ERROR3,This item does not need remove Magicstone power.,
MSG_GENDER_MUST_BE,Gender must be %s.,
MSG_GET_, got ,
msg_get_exp,You earned Experience %d points.,
msg_get_item,%s got the item: %s,
msg_get_item_failed,Failed in getting items.,
msg_get_warflag_error,Apply for the command flag only once in 30 minutes.,
MSG_GETITEM,%s got the item: [%s],
MSG_GOLD_NOTENOUGH,Not enough gold.,
MSG_GOLD_STYLE1,%s%s%d gold %d silver %d copper,
MSG_GOLD_STYLE2,%s%s%d silver %d copper,
MSG_GOLD_STYLE3,%s%s%d copper,
msg_greentoblue_fail,Upgrade failed.,
msg_greentoblue_success,Upgrade success.,
msg_gtob_ask,Are you sure to upgrade [%s] quality?,
msg_gtob_must_canequip,The item should can be equipped.,
msg_gtob_must_green,The quality of the item does not match.,
msg_gtob_must_weaarm,The item must be a Talisman or defense gear.,
MSG_GUILD,Guild,
msg_help_no_find_help,No related help information found.,
msg_helplevup1,Currently no suitable quest,
msg_helplevup2,Currently no suitable scenario,
msg_hint_actor,Attribute,
msg_hint_friend,Community,
msg_hint_item,Item,
msg_hint_skill,Skill,
msg_hint_system,System,
msg_hint_task,Quest,
msg_hitrate,Hit Rate,
MSG_HOUR,%d h,Effect Display
MSG_HP_ADD,HP increase %d  points.,
MSG_HP_GE,HP should higher than (including) %d.,
MSG_HP_LE_,HP should lower than (including) %d.,
MSG_HP_REACH_MAX,You reached your maximum health points.,
msg_hp_reg,HP Recover Speed,
MSG_IDENTIFY,Identify,
MSG_IDENTIFY_ERROR1,No identify items found in item box.,
MSG_IDENTIFY_ERROR2,No identify gems found in item box.,
MSG_IDENTIFY_ERROR3,This item can't be identified.,
MSG_IDENTIFY_ERROR4,This item doesn't need to identify.,
MSG_IDENTIFY_ERROR5,Identify gem is not matched with the item.,
MSG_IDENTIFY_FAIL,Identify Failed,
MSG_IDENTIFY_SUCCESS,Identify Succeed,
msg_input_bulletin_to,Please input the name you want to send bulletin to: ,
msg_input_callfriend,Please input the player's name: ,
msg_invalid_language,"Invalid, because the words you inputted are not qualified or contain coarse language. ",
MSG_INVALID_POS,Invalid position.,
MSG_ISLINE_FAIL,Target is out of attack range.,
msg_item_autotel_to,Teleport to: %s,
MSG_ITEM_BIND_EQUIP,Bound after equipped.,
MSG_ITEM_BIND_PICK,Bound after pick up.,
MSG_ITEM_BINDED,Bound,
MSG_ITEM_BUSY,Item is not available.,
MSG_ITEM_CANNOT_PUT,Not enough blanks in your item box.,
MSG_ITEM_CANNOT_RELEASE,This item can't be released.,
msg_item_code_invalid,"Illegal item code, please contact a GM.",
MSG_ITEM_COPPER,Copper ,
MSG_ITEM_DIVIDE_FAIL,Split failed.,
MSG_ITEM_FULL,Your item box is full.,
MSG_ITEM_FUSE_CONFIRM,"After the Talisman being merged, it will be bound.  You can't trade it any more.  Are you sure to merge?",
MSG_ITEM_FUSE_FAIL,Merge Failed,
MSG_ITEM_FUSE_SUCCESS,Merge Succeed,
MSG_ITEM_GEMMY,Magicstone: ,
MSG_ITEM_GEMMY_FAILED,Soul infusion failed.,
MSG_ITEM_GEMMY_SUCCESS,Soul infusion success.,
MSG_ITEM_GEMMY_VALID, (%d days) ,
MSG_ITEM_GEMMY_VALID_1, (less than 1 day) ,
MSG_ITEM_GOLD,Gold ,
msg_item_hint_max_begin, [Max: ,
msg_item_hint_max_end,] ,
MSG_ITEM_HIT_IS,Hit: %d,
msg_item_level,Item Level ,
MSG_ITEM_LEVEL_IS, (level %d) ,
MSG_ITEM_MAX_UPDATE_LEV,Maximum enhancing level: %d,
msg_item_needlevel,need reach level ,
MSG_ITEM_NIMBUS_IS,Energy: %d/%d,
MSG_ITEM_NO_SPACE,Not enough space in your item box.,
MSG_ITEM_NOT_FOUND,Can't find this item in the item box.,
MSG_ITEM_PRICE,Price,
MSG_ITEM_PRICE_ALL,Total Price,
MSG_ITEM_SILVER,Silver ,
MSG_ITEM_SINGLE,Your item box only can place one of this kind of items.,
msg_item_telpos_clicktomark,The present location will be recorded on the item once it be used.,
msg_item_telpos_to,"Teleport to: %s [%d,%d]",
MSG_ITEM_TIMELIMIT,This item is expired.,
MSG_ITEM_TYPE_1,Wizard Flying Sword,
MSG_ITEM_TYPE_2,Wizard Flying Blade,
MSG_ITEM_TYPE_3,Monk Shovel,
MSG_ITEM_TYPE_4,Monk Staff,
MSG_ITEM_TYPE_5,Fairy Flying Wheel,
MSG_ITEM_TYPE_6,Fair Buddha Pearl,
MSG_ITEM_TYPE_ERROR,Error,
MSG_ITEM_TYPE_UNKNOWN,Unknown ,
MSG_ITEM_UNDER_LOCK,Items are under password protection.,
MSG_ITEM_UPDATE_1,You must place original Talisman.,
MSG_ITEM_UPDATE_2,You must place target Talisman.,
MSG_ITEM_UPDATE_CONFIRM,"After the Talisman being enhanced, it will be bound.  You can't trade it any more.  Are you sure to enhance?",
MSG_ITEM_UPDATE_HINT,"Place original Talisman to the left, place target Talisman to the right.",
MSG_ITEM_USE_ERROR_STATE,You can't use this item in current mode.,
MSG_ITEM_USE_NEED_OTHER,"Using item failed, you need have [%s].",
MSG_ITEMFUSE,Merge Talisman,
MSG_ITEMFUSE_ERROR1,No original Talisman found in item box.,
MSG_ITEMFUSE_ERROR2,No target Talisman found in item box.,
MSG_ITEMFUSE_ERROR3,Original Talisman can't be the same with target Talisman.,
MSG_ITEMFUSE_ERROR4,Only same series Talisman can be merged.,
MSG_ITEMFUSE_ERROR5,You don't have the ability to merge the Talisman.,
MSG_ITEMFUSE_ERROR6,Level of target Talisman should be higher than original Talisman.,
MSG_ITEMFUSE_ERROR7,Quality of target Talisman should be higher than original Talisman.,
MSG_ITEMFUSE_ERROR8,Expired items can't be merged.,
MSG_ITEMUPDATE_ERROR1,You only can enhancing Talisman of your profession.,
MSG_ITEMUPDATE_ERROR2,Only Talisman can be enhanced.,
msg_leasing_over,"Operation failed, Lucky bag is expired.",
msg_leasingbank_already_exist,The warehouse package you hired is still valid.,
msg_leasingbank_fail,"Warehouse package operation failed, please try later.",
msg_leasingbank_success,Warehouse package operation success.,
msg_leasingtime,Expired Time: %d/%02d/%02d %02d:%02d,
msg_leave_battle,Leave Battle,
msg_leave_ectype,"You are not in the team, you will be transfered out of the scenario in %d seconds. ",
MSG_LEV_NOTENOUGH,Require Level %d,
msg_level,Level,
MSG_LEVEL_LE,Level should lower than %d.,
MSG_LEVEL_SHOW,Level  %d  %03.2f%%,
msg_level_x,level %d,
msg_levelupguide1,Scenario Name,
msg_levelupguide2,Most Suitable Hunting Area,
msg_levelupguide3,Monster Name,
msg_levelupguide4,Monster Level,
MSG_LIFESKILL_CONFIRM_STUDY,Are you sure you want to learn %s ?,
MSG_LIFESKILL_DEL,Are you sure to quit this living skill?,
MSG_LIFESKILL_ERR,Required %d level %s,
MSG_LIFESKILL_ERROR1,You have not learnt the Living Skill.,
MSG_LIFESKILL_ERROR2,Your Living Skill level is too low.,
MSG_LIFESKILL_ERROR3,Not enough materials.,
MSG_LIFESKILL_ERROR4,You have to leave at least one blank in your item box.,
MSG_LIFESKILL_ERROR5,Only two living skills could be learnt.,
MSG_LIFESKILL_EXIST,You have learned this living skill already.,
MSG_LIFESKILL_LEVLIMIT,You can't learn higher level living skills by now.,
MSG_LIFESKILL_STUDIED,You have learned this living skill:  %s,
msg_light,Lightning,
msg_lightarm,Lightning Resist,
MSG_LIGHTARM_HINT,"To level %d enemy,  lightning damage decrease: %.2f%%",
MSG_LOADTIME_1,Loading Time: %d hour %d minute %d second,
MSG_LOADTIME_2,Loading Time: %d hour %d minute,
MSG_LOADTIME_3,Loading Time: %d minute %d second,
MSG_LOADTIME_4,Loading Time: %d minute,
MSG_LOADTIME_5,Loading Time: %d second,
MSG_LOADTIME_6,Loading Time: %.1f second,
msg_login1,"Failed login, unknown error.",
msg_login10,Account banned reasons:,
msg_login11,"Failed in creating characters, name contain illegal words.",
msg_login12,"Failed in creating characters, only English letters and digits allowed in character name.",
msg_login13,Character is locked.,
msg_login14,"Security code input error, please re-login.",
msg_login15,"Security password input error, please re-login.",
msg_login16,Game Server is temporarily unavailable.,
msg_login2,Login failed.,
msg_login20,You must login at the appointed time.,
msg_login21,"Secondary password error, if GM is operating your account, please wait.",
msg_login3,User name or password error.,
msg_login4,Acquiring server IP address.,
msg_login5,"Failed in creating new characters, exist same character name.",
msg_login6,"Failed in creating new characters, unknown error.",
msg_login7,Character name length illegal.,
msg_login8,Maximum create 3 characters on one server.,
msg_login9,"This account was banned, unban time is:",
msg_look_for_help,/s  Back to general channel.   /? chat  Check help details.,
msg_loot_body_assign_item,Are you sure to give item  [%s] to [%s] ?,
msg_loot_body_title,Item distribute,
msg_loot_drop_task_error,Quest item is enough.,
MSG_LOSE_, lost ,
msg_mail_ask_ack,Are you sure want send the attachment to the receiver?,
msg_mail_cannot_send,Item can not be mailed.,
msg_mail_const_a_money,Money Added,
msg_mail_const_bronze, copper ,
msg_mail_const_gold, gold ,
msg_mail_const_silver, silver ,
msg_mail_content_invalid,Mail content too long.,
msg_mail_content_null,Mail content can not be blank.,
msg_mail_data_err,Mail data error.,
msg_mail_del_ask,Warning: delete mail result delete related attachment.,
msg_mail_del_fail,Mail delete failed.,
msg_mail_get_failed,Failed in getting mail.,
msg_mail_get_money_overflow,You can't carry some more money.,
msg_mail_have_new,You have new mail !,
msg_mail_hlink,Mail,
msg_mail_item_cannot_trade,Item can't be mailed.,
msg_mail_lessthan_oneday,< 1 day,
msg_mail_money_overflow,Mailed money exceed the limit.,
msg_mail_notenough_money,Not enough money.,
msg_mail_notenough_postage,Not enough postage fees.,
msg_mail_notenough_size,"Can not take out the item, one might reason is your item box full.",
msg_mail_notfind_item,Item [%s] can not be found.,
msg_mail_notfind_mail,Can not find the mail.,
msg_mail_notfind_user,Can't find the player named '%s'.,
msg_mail_recv_invalid,Receiver can not be recognized.,
msg_mail_recv_null,Receiver can not be blank.,
msg_mail_remain_days,%d days left,
msg_mail_send_failed,Mail send failed.,
msg_mail_send_success,Mail send succeed.,
msg_mail_sendto_self_error,You can't send mail to yourself.,
msg_mail_title_invalid,Mail subject can not be recognized.,
msg_mail_title_null,Subject can not be blank.,
msg_mail_user_cannot_send,Mail can't be sent.,
msg_max_update_level,Maximum enhancing level ,
msg_maxchr_error,Team scenario players are full.,
MSG_MAXHP_GE,Maximum HP should higher than (including) %d.,
MSG_MAXHP_LE,Maximum HP should lower than (including) %d.,
msg_media_getitem,"[%s] in the tough fight with %s, earned [%s]!",
msg_media_killboss,"[%s] in %s successfully killed Boss ""%s""!",
msg_media_smithing,Incredible!  [%s] combined [%s] to +%d successfully!,
msg_media_smithing_1,Something unexpected happened! [%s] failed while trying to combine [%s] to +%d.,
msg_minimap_max_size,Mini map is already at the smallest size.,
msg_minimap_min_size,Mini map is already at the largest size.,
msg_minimap_unknow_area,Unknown Area,
msg_minute,Minutes,
msg_movspeed,Move Speed,
msg_mp,Mana ,
MSG_MP_GE_,Mana should higher than (including) %d.,
MSG_MP_LE_,Mana should lower than (including) %d.,
MSG_MP_REACH_MAX,Your reached your maximum mana points.,
msg_mp_reg,Mana Recover Speed,
msg_murder_apply_fail,Publish quarry failed.,
msg_murder_apply_success,Publish quarry success.,
msg_murder_begin1,Quarry: Sow the wind and reap the whirlwind!  [%s] set [%s] quarry!  ([%s]),
msg_murder_begin2,"Quarry: Gossip spread, if someone kills [%s], he/she will be reward [%s]!",
msg_murder_condition1,"Publish quarry failed, the target player [%s] does not exist.",
msg_murder_condition10,Please input target player name.,
msg_murder_condition11,"Publish quarry failed, can't find target player, or the player is offline.",
msg_murder_condition12,You can't quarry yourself.,
msg_murder_condition13,"Publish quarry failed, the reward should reach %d gold at least.",
msg_murder_condition14,"Publish quarry failed, GM can't be set as quarry!",
msg_murder_condition2,"Publish quarry failed, because you don't have enough gold.",
msg_murder_condition3,"Publish quarry failed, because your reward exceed the upper limitation.",
msg_murder_condition4,"Publish quarry failed, you have to reach level %d to publish a quarry.",
msg_murder_condition5,"Publish quarry failed, target player should at least reach level %d.",
msg_murder_condition6,"Publish quarry failed, can't find the quarry item.",
msg_murder_condition7,"Publish quarry failed, the quarry function is temporarily closed.",
msg_murder_condition8,"Publish quarry failed, the target player has been quarried too many times in one day.",
msg_murder_condition9,"Publish quarry failed, you have to input your reward money.",
msg_murder_end,Quarry: Some people strived for a reward.  [%s] was killed !,
msg_murder_get_reward,You get the quarry reward from [%s].,
msg_murder_hud,[-Q-],
msg_murder_menu_apply,Publish Quarry ,
msg_murder_tip_to,Caution: You're quarried by [%s] !  This person will be added into your foe list automatically.,
msg_must_inwartimearea, only could be used in war.,
msg_mustnot_inwartimearea, can not be used in war.,
MSG_NEED_LEV,Required level ,
MSG_NEED_USER_LEV,Required player level %d,
MSG_NEEDGOLD,Need: ,
MSG_NEW_SKILL_,"Your Talisman has got a new skill [%s] activated, please drag skill icon to shortcut bar for convenience.",
MSG_NEW_TALENT_,You can uplevel your new inherence: [%s],
msg_newbie_identify,Newbie Green Identify Gem only can identify bound item.,
msg_newbie_identify_1,Newbie Green Identify Gem only can identify item lower than level 10.,
MSG_NEXT_UPLEV,Next enhancing level,
MSG_NIMBUS_X,%s%s%d Energy,
msg_no_dead_request,"Your jackstraw can revive you at the closest birth place without punishment, do you agree?",
msg_no_dead_used,Your jackstraw revived you at the closest birth place without punishment.,
msg_none,No Attribute,
msg_not_private_target,Not setting any whisper target.,
MSG_NPC_INTERACTIVE_DIS_TOO_LONG,You are too far from the NPC.  Please get closer to the NPC to talk.,
msg_npc_talk_none,Don't bother me if no emergency.,
MSG_NV_,(not identified),
msg_parry,Block,
MSG_PARRY_,+ %d Block,
MSG_PARRY_HINT,"When attacked by level %d enemy, %.2f%% chance to block.",
MSG_PARTY_IS,Profession should be %d.,
msg_pet, 's pet,
msg_pet_cannot_free,Current pet is dead. You can not set it free.,
msg_pet_cannot_tame_levlower,You don't have the ability to capture pets.,
msg_pet_cannot_tame_nottame,Target can't be captured.,
msg_pet_create_failed,Summon pet failed.,
msg_pet_enjoyrate_zero_info,"%s is unhappy, it is too hungry, it would not work for you any more.",
msg_pet_forget_error,No pet skill could be forgotten.,
msg_pet_forget_title,Use Book of Skill Oblivion,
msg_pet_forgetskill_ask,"Use this book, your pet will forget all skills has learnt exclude default skill.  Are you sure to continue?",
msg_pet_free_ask,Are you sure to set current pet free?,
msg_pet_free_ask_p,Are you sure to set  [%s]  free?,
msg_pet_free_cmd,Set Free,
msg_pet_havelearned_error,Invalid: current pet learnt this skill already.,
msg_pet_hlink,Pet Corral,
msg_pet_hotkey_attack,Pet attack,
msg_pet_hotkey_return,Pet return,
msg_pet_hotkey_skill1,Pet skills hotkey1,
msg_pet_hotkey_skill2,Pet skills hotkey2,
msg_pet_hotkey_skill3,Pet skills hotkey3,
msg_pet_hotkey_skill4,Pet skills hotkey4,
